PURCHASE#,CLIENT#,PER#,PAYMENTMETHOD,DELIVERYMETHOD,TOTALAMOUNT
4700,4238,3692,Credit Card,Pick Up,6
4701,1484,3693,Cash,Pick Up,6
4702,3237,3694,Debit Card,Mail,6.5
4703,2905,3695,Debit Card,Pick Up,6
4704,4652,3696,Credit Card,Pick Up,6
4705,216,3697,Cash,Mail,6.5
4706,216,3697,Debit Card,Mail,6.5
4707,835,3698,Cash,Mail,6.5
4708,835,3698,Credit Card,Mail,6.5
4709,1166,3699,Credit Card,Mail,6.5
4710,1032,3700,Credit Card,Pick Up,6
4711,672,3701,Cash,Mail,6.5
4712,672,3701,Debit Card,Mail,6.5
4713,2293,3702,Credit Card,Mail,6.5
4714,4188,3703,Debit Card,Pick Up,6
4715,968,3704,Cash,Mail,6.5
4716,1985,3705,Cash,Mail,6.5
4717,1305,3706,Cash,Mail,6.5
4718,2444,3707,Cash,Pick Up,6
4719,2024,3708,Credit Card,Pick Up,6
4720,2024,3708,Credit Card,Mail,6.5
4721,1848,3709,Cash,Pick Up,6
4722,1848,3709,Debit Card,Pick Up,6
4723,1897,3710,Credit Card,Mail,6.5
4724,1216,3711,Debit Card,Mail,6.5
4725,2165,3712,Credit Card,Mail,6.5
4726,2165,3712,Credit Card,Pick Up,6
4727,3686,3713,Cash,Mail,6.5
4728,280,3714,Debit Card,Pick Up,6
4729,3734,3715,Credit Card,Mail,6.5
4730,1296,3716,Debit Card,Mail,6.5
4731,2441,3717,Credit Card,Mail,6.5
4732,1321,3718,Cash,Mail,6.5
4733,734,3719,Debit Card,Pick Up,6
4734,734,3719,Debit Card,Mail,6.5
4735,2075,3720,Cash,Mail,6.5
4736,2075,3720,Debit Card,Mail,6.5
4737,237,3721,Debit Card,Mail,6.5
4738,1594,3722,Credit Card,Pick Up,6
4739,2219,3723,Credit Card,Mail,6.5
4740,2219,3723,Debit Card,Pick Up,6
4741,4905,3724,Credit Card,Pick Up,6
4742,484,3725,Debit Card,Mail,6.5
4743,703,3726,Credit Card,Pick Up,6
4744,721,3727,Cash,Pick Up,6
4745,2392,3728,Cash,Mail,6.5
4746,830,3729,Cash,Pick Up,6
4747,4749,3730,Cash,Pick Up,6
4748,4749,3730,Credit Card,Mail,6.5
4749,3138,3731,Debit Card,Mail,6.5
4750,3138,3731,Debit Card,Pick Up,6
4751,3441,3732,Cash,Pick Up,6
4752,4738,3733,Credit Card,Pick Up,6
4753,2766,3734,Cash,Mail,6.5
4754,2766,3734,Debit Card,Pick Up,6
4755,3985,3735,Debit Card,Mail,6.5
4756,4138,3736,Credit Card,Mail,6.5
4757,3354,3737,Credit Card,Pick Up,6
4758,2939,3738,Debit Card,Pick Up,6
4759,4079,3739,Debit Card,Mail,6.5
4760,3017,3740,Debit Card,Pick Up,6
4761,1215,3741,Debit Card,Mail,6.5
4762,1215,3741,Credit Card,Pick Up,6
4763,4440,3742,Cash,Pick Up,6
4764,4440,3742,Debit Card,Pick Up,6
4765,3562,3743,Cash,Mail,6.5
4766,2674,3744,Credit Card,Pick Up,6
4767,4278,3745,Debit Card,Pick Up,6
4768,4278,3745,Credit Card,Pick Up,6
4769,4395,3746,Credit Card,Pick Up,6
4770,3685,3747,Debit Card,Mail,6.5
4771,3090,3748,Credit Card,Pick Up,6
4772,4099,3749,Debit Card,Pick Up,6
4773,102,3750,Debit Card,Pick Up,6
4774,3310,3751,Debit Card,Pick Up,6
4775,3542,3752,Credit Card,Pick Up,6
4776,3542,3752,Cash,Pick Up,6
4777,4529,3753,Cash,Mail,6.5
4778,4529,3753,Debit Card,Pick Up,6
4779,2719,3754,Credit Card,Mail,6.5
4780,4226,3755,Credit Card,Pick Up,6
4781,4675,3756,Cash,Pick Up,6
4782,4675,3756,Debit Card,Pick Up,6
4783,3034,3757,Credit Card,Pick Up,6
4784,4573,3758,Credit Card,Mail,6.5
4785,2867,3759,Debit Card,Pick Up,6
4786,4178,3760,Debit Card,Mail,6.5
4787,3656,3761,Cash,Mail,6.5
4788,2969,3762,Credit Card,Pick Up,6
4789,797,3763,Cash,Mail,6.5
4790,797,3763,Credit Card,Mail,6.5
4791,1157,3764,Cash,Mail,6.5
4792,1157,3764,Credit Card,Mail,6.5
4793,884,3765,Debit Card,Pick Up,6
4794,2797,3766,Cash,Mail,6.5
4795,1037,3767,Credit Card,Pick Up,6
4796,1037,3767,Debit Card,Pick Up,6
4797,2067,3768,Cash,Pick Up,6
4798,2119,3769,Cash,Pick Up,6
4799,328,3770,Credit Card,Pick Up,6
4800,2997,3771,Credit Card,Mail,6.5
4801,2374,3772,Cash,Pick Up,6
4802,2072,3773,Credit Card,Mail,6.5
4803,2224,3774,Credit Card,Mail,6.5
4804,2224,3774,Cash,Mail,6.5
4805,1159,3775,Debit Card,Pick Up,6
4806,1159,3775,Cash,Pick Up,6
4807,1745,3776,Debit Card,Mail,6.5
4808,1631,3777,Cash,Mail,6.5
4809,3461,3778,Debit Card,Pick Up,6
4810,3461,3778,Credit Card,Mail,6.5
4811,2541,3779,Cash,Pick Up,6
4812,3515,3780,Cash,Pick Up,6
4813,1806,3781,Cash,Mail,6.5
4814,1189,3782,Credit Card,Mail,6.5
4815,1161,3783,Debit Card,Pick Up,6
4816,1758,3784,Credit Card,Mail,6.5
4817,1588,3785,Debit Card,Pick Up,6
4818,1588,3785,Credit Card,Mail,6.5
4819,2478,3786,Credit Card,Mail,6.5
4820,2478,3786,Debit Card,Pick Up,6
4821,1210,3787,Cash,Mail,6.5
4822,244,3788,Credit Card,Mail,6.5
4823,798,3789,Cash,Pick Up,6
4824,798,3789,Debit Card,Mail,6.5
4825,1234,3790,Debit Card,Mail,6.5
4826,1612,3791,Credit Card,Mail,6.5
4827,1224,3792,Debit Card,Pick Up,6
4828,2401,3793,Debit Card,Pick Up,6
4829,1338,3794,Credit Card,Pick Up,6
4830,32,3795,Cash,Mail,6.5
4831,2459,3796,Debit Card,Pick Up,6
4832,2459,3796,Debit Card,Mail,6.5
4833,3260,3797,Cash,Mail,6.5
4834,3260,3797,Cash,Mail,6.5
4835,378,3798,Cash,Pick Up,6
4836,3247,3799,Credit Card,Mail,6.5
4837,3991,3800,Cash,Mail,6.5
4838,3991,3800,Cash,Mail,6.5
4839,4111,3801,Credit Card,Mail,6.5
4840,4238,3802,Credit Card,Mail,6.5
4841,3069,3803,Debit Card,Mail,6.5
4842,4791,3804,Debit Card,Pick Up,6
4843,3650,3805,Cash,Mail,6.5
4844,3592,3806,Cash,Pick Up,6
4845,3759,3807,Cash,Mail,6.5
4846,3759,3807,Debit Card,Pick Up,6
4847,4586,3808,Debit Card,Mail,6.5
4848,4586,3808,Debit Card,Mail,6.5
4849,3042,3809,Credit Card,Pick Up,6
4850,4700,3810,Debit Card,Mail,6.5
4851,3391,3811,Debit Card,Mail,6.5
4852,3391,3811,Debit Card,Pick Up,6
4853,4293,3812,Cash,Mail,6.5
4854,4146,3813,Cash,Mail,6.5
4855,3299,3814,Debit Card,Pick Up,6
4856,867,3815,Cash,Mail,6.5
4857,4494,3816,Credit Card,Mail,6.5
4858,4703,3817,Credit Card,Pick Up,6
4859,3040,3818,Credit Card,Mail,6.5
4860,3040,3818,Credit Card,Pick Up,6
4861,4573,3819,Credit Card,Mail,6.5
4862,4573,3819,Credit Card,Mail,6.5
4863,4636,3820,Cash,Pick Up,6
4864,4717,3821,Debit Card,Mail,6.5
4865,4760,3822,Debit Card,Pick Up,6
4866,4760,3822,Credit Card,Pick Up,6
4867,4707,3823,Cash,Mail,6.5
4868,3672,3824,Debit Card,Pick Up,6
4869,4801,3825,Cash,Mail,6.5
4870,3197,3826,Debit Card,Mail,6.5
4871,4531,3827,Cash,Mail,6.5
4872,4715,3828,Cash,Pick Up,6
4873,4367,3829,Credit Card,Pick Up,6
4874,4367,3829,Debit Card,Pick Up,6
4875,2057,3830,Cash,Mail,6.5
4876,2057,3830,Debit Card,Pick Up,6
4877,2071,3831,Cash,Pick Up,6
4878,2240,3832,Credit Card,Pick Up,6
4879,1824,3833,Debit Card,Mail,6.5
4880,1824,3833,Cash,Mail,6.5
4881,1205,3834,Debit Card,Pick Up,6
4882,1675,3835,Debit Card,Mail,6.5
4883,650,3836,Cash,Mail,6.5
4884,1815,3837,Debit Card,Mail,6.5
4885,2486,3838,Cash,Mail,6.5
4886,632,3839,Cash,Pick Up,6
4887,1507,3840,Debit Card,Mail,6.5
4888,1507,3840,Debit Card,Mail,6.5
4889,816,3841,Credit Card,Mail,6.5
4890,816,3841,Debit Card,Pick Up,6
4891,2208,3842,Debit Card,Pick Up,6
4892,1728,3843,Credit Card,Mail,6.5
4893,1770,3844,Debit Card,Mail,6.5
4894,1770,3844,Cash,Mail,6.5
4895,505,3845,Cash,Pick Up,6
4896,1215,3846,Cash,Mail,6.5
4897,404,3847,Cash,Mail,6.5
4898,170,3848,Credit Card,Pick Up,6
4899,1933,3849,Credit Card,Pick Up,6
4900,305,3850,Credit Card,Pick Up,6
4901,2099,3851,Credit Card,Pick Up,6
4902,2099,3851,Debit Card,Pick Up,6
4903,556,3852,Cash,Mail,6.5
4904,556,3852,Debit Card,Mail,6.5
4905,3752,3853,Credit Card,Mail,6.5
4906,67,3854,Debit Card,Mail,6.5
4907,4825,3855,Credit Card,Mail,6.5
4908,4825,3855,Cash,Pick Up,6
4909,3584,3856,Cash,Pick Up,6
4910,2500,3857,Debit Card,Pick Up,6
4911,611,3858,Credit Card,Mail,6.5
4912,530,3859,Credit Card,Pick Up,6
4913,2974,3860,Cash,Pick Up,6
4914,1307,3861,Debit Card,Mail,6.5
4915,3455,3862,Credit Card,Pick Up,6
4916,3455,3862,Debit Card,Pick Up,6
4917,2734,3863,Debit Card,Pick Up,6
4918,2734,3863,Debit Card,Mail,6.5
4919,3494,3864,Debit Card,Mail,6.5
4920,3228,3865,Cash,Pick Up,6
4921,4557,3866,Debit Card,Mail,6.5
4922,4557,3866,Debit Card,Pick Up,6
4923,3765,3867,Debit Card,Mail,6.5
4924,2652,3868,Cash,Mail,6.5
4925,4632,3869,Credit Card,Pick Up,6
4926,2861,3870,Cash,Mail,6.5
4927,2398,3871,Cash,Pick Up,6
4928,3978,3872,Debit Card,Mail,6.5
4929,656,3873,Cash,Mail,6.5
4930,656,3873,Credit Card,Pick Up,6
4931,4733,3874,Debit Card,Pick Up,6
4932,4733,3874,Debit Card,Pick Up,6
4933,2714,3875,Credit Card,Pick Up,6
4934,4297,3876,Debit Card,Pick Up,6
4935,4183,3877,Credit Card,Pick Up,6
4936,4183,3877,Cash,Pick Up,6
4937,3981,3878,Credit Card,Mail,6.5
4938,4873,3879,Cash,Pick Up,6
4939,4253,3880,Debit Card,Mail,6.5
4940,3176,3881,Credit Card,Mail,6.5
4941,3373,3882,Credit Card,Pick Up,6
4942,2690,3883,Cash,Pick Up,6
4943,3760,3884,Debit Card,Pick Up,6
4944,3760,3884,Cash,Pick Up,6
4945,3340,3885,Credit Card,Pick Up,6
4946,3340,3885,Debit Card,Mail,6.5
4947,1766,3886,Debit Card,Pick Up,6
4948,281,3887,Cash,Mail,6.5
4949,4927,3888,Credit Card,Pick Up,6
4950,4927,3888,Cash,Mail,6.5
4951,4223,3889,Debit Card,Pick Up,6
4952,2615,3890,Cash,Mail,6.5
4953,3015,3891,Cash,Pick Up,6
4954,4799,3892,Cash,Mail,6.5
4955,4092,3893,Credit Card,Pick Up,6
4956,3223,3894,Cash,Pick Up,6
4957,1038,3895,Debit Card,Mail,6.5
4958,1038,3895,Cash,Pick Up,6
4959,423,3896,Cash,Pick Up,6
4960,423,3896,Debit Card,Mail,6.5
4961,595,3897,Cash,Mail,6.5
4962,228,3898,Debit Card,Pick Up,6
4963,644,3899,Credit Card,Mail,6.5
4964,644,3899,Debit Card,Mail,6.5
4965,2464,3900,Cash,Mail,6.5
4966,1596,3901,Credit Card,Mail,6.5
4967,2324,3902,Cash,Mail,6.5
4968,1319,3903,Cash,Pick Up,6
4969,4080,3904,Debit Card,Pick Up,6
4970,2530,3905,Cash,Mail,6.5
4971,2304,3906,Cash,Pick Up,6
4972,2304,3906,Credit Card,Pick Up,6
4973,3372,3907,Debit Card,Mail,6.5
4974,3372,3907,Credit Card,Mail,6.5
4975,261,3908,Debit Card,Pick Up,6
4976,1308,3909,Cash,Pick Up,6
4977,2222,3910,Cash,Mail,6.5
4978,2222,3910,Credit Card,Pick Up,6
4979,706,3911,Debit Card,Mail,6.5
4980,469,3912,Credit Card,Mail,6.5
4981,12,3913,Cash,Pick Up,6
4982,2072,3914,Credit Card,Mail,6.5
4983,990,3915,Cash,Pick Up,6
4984,4845,3916,Cash,Pick Up,6
4985,2559,3917,Cash,Mail,6.5
4986,2559,3917,Credit Card,Pick Up,6
4987,3799,3918,Cash,Pick Up,6
4988,3799,3918,Debit Card,Mail,6.5
4989,2225,3919,Debit Card,Mail,6.5
4990,450,3920,Cash,Mail,6.5
4991,2870,3921,Credit Card,Mail,6.5
4992,2870,3921,Debit Card,Mail,6.5
5593,3279,4394,Credit Card,Pick Up,6
5594,3279,4394,Cash,Mail,6.5
5595,3845,4395,Debit Card,Mail,6.5
5596,4042,4396,Debit Card,Pick Up,6
5597,3585,4397,Credit Card,Mail,6.5
5598,4344,4398,Credit Card,Pick Up,6
5599,2711,4399,Debit Card,Mail,6.5
5600,4013,4400,Debit Card,Pick Up,6
5601,3319,4401,Credit Card,Mail,6.5
5602,3319,4401,Debit Card,Mail,6.5
5603,3246,4402,Cash,Mail,6.5
5604,3246,4402,Cash,Mail,6.5
5605,2667,4403,Debit Card,Mail,6.5
5606,3125,4404,Cash,Mail,6.5
5607,3842,4405,Credit Card,Pick Up,6
5608,3842,4405,Credit Card,Pick Up,6
5609,1361,4406,Debit Card,Mail,6.5
5610,1971,4407,Credit Card,Mail,6.5
5611,3182,4408,Debit Card,Pick Up,6
5612,3255,4409,Debit Card,Mail,6.5
5613,36,4410,Credit Card,Pick Up,6
5614,3107,4411,Debit Card,Mail,6.5
5615,1354,4412,Debit Card,Mail,6.5
5616,1354,4412,Debit Card,Mail,6.5
5617,2379,4413,Debit Card,Pick Up,6
5618,2379,4413,Debit Card,Mail,6.5
5619,4141,4414,Cash,Mail,6.5
5620,1429,4415,Credit Card,Mail,6.5
5621,4286,4416,Cash,Pick Up,6
5622,4286,4416,Debit Card,Mail,6.5
5623,4522,4417,Debit Card,Pick Up,6
5624,4427,4418,Debit Card,Mail,6.5
5625,3201,4419,Cash,Pick Up,6
5626,2858,4420,Cash,Pick Up,6
5627,2958,4421,Cash,Mail,6.5
5628,3914,4422,Credit Card,Pick Up,6
5629,2050,4423,Cash,Pick Up,6
5630,2050,4423,Credit Card,Pick Up,6
5631,2466,4424,Debit Card,Mail,6.5
5632,2466,4424,Cash,Pick Up,6
5633,2628,4425,Credit Card,Mail,6.5
5634,2180,4426,Cash,Mail,6.5
5635,1879,4427,Credit Card,Mail,6.5
5636,1879,4427,Credit Card,Pick Up,6
5637,632,4428,Debit Card,Pick Up,6
5638,1947,4429,Debit Card,Mail,6.5
5639,410,4430,Credit Card,Pick Up,6
5640,292,4431,Cash,Mail,6.5
5641,738,4432,Cash,Mail,6.5
5642,2418,4433,Debit Card,Mail,6.5
5643,129,4434,Debit Card,Pick Up,6
5644,129,4434,Credit Card,Mail,6.5
5645,196,4435,Debit Card,Pick Up,6
5646,196,4435,Debit Card,Pick Up,6
5647,96,4436,Credit Card,Mail,6.5
5648,1482,4437,Debit Card,Pick Up,6
5649,2002,4438,Cash,Mail,6.5
5650,2002,4438,Credit Card,Mail,6.5
5651,3149,4439,Debit Card,Pick Up,6
5652,18,4440,Credit Card,Mail,6.5
5653,3,4441,Cash,Pick Up,6
5654,1471,4442,Credit Card,Pick Up,6
5655,187,4443,Cash,Pick Up,6
5656,1692,4444,Debit Card,Mail,6.5
5657,1330,4445,Cash,Pick Up,6
5658,1330,4445,Credit Card,Pick Up,6
5659,915,4446,Cash,Pick Up,6
5660,915,4446,Cash,Mail,6.5
5661,1534,4447,Cash,Mail,6.5
5662,914,4448,Credit Card,Pick Up,6
5663,795,4449,Debit Card,Mail,6.5
5664,795,4449,Cash,Pick Up,6
5665,7,4450,Debit Card,Pick Up,6
5666,1354,4451,Credit Card,Mail,6.5
5667,2364,4452,Cash,Mail,6.5
5668,4075,4453,Cash,Mail,6.5
5669,2690,4454,Debit Card,Mail,6.5
5670,1791,4455,Debit Card,Pick Up,6
5671,3143,4456,Credit Card,Mail,6.5
5672,3143,4456,Cash,Mail,6.5
5673,3334,4457,Credit Card,Pick Up,6
5674,3334,4457,Debit Card,Pick Up,6
5675,4710,4458,Cash,Pick Up,6
5676,4069,4459,Credit Card,Pick Up,6
5677,4484,4460,Credit Card,Mail,6.5
5678,4484,4460,Cash,Mail,6.5
5679,3843,4461,Credit Card,Pick Up,6
5680,3186,4462,Credit Card,Pick Up,6
5681,2844,4463,Debit Card,Pick Up,6
5682,4940,4464,Credit Card,Mail,6.5
5683,3380,4465,Credit Card,Pick Up,6
5684,3701,4466,Credit Card,Pick Up,6
5685,4558,4467,Cash,Pick Up,6
5686,4558,4467,Credit Card,Pick Up,6
5687,3741,4468,Credit Card,Pick Up,6
5688,3741,4468,Debit Card,Mail,6.5
5689,2625,4469,Debit Card,Mail,6.5
5690,4521,4470,Cash,Mail,6.5
5691,2187,4471,Debit Card,Pick Up,6
5692,2187,4471,Debit Card,Mail,6.5
5693,2781,4472,Cash,Mail,6.5
5694,3811,4473,Debit Card,Pick Up,6
5695,2793,4474,Credit Card,Pick Up,6
5696,3101,4475,Credit Card,Mail,6.5
5697,2969,4476,Cash,Pick Up,6
5698,1551,4477,Debit Card,Mail,6.5
5699,4503,4478,Debit Card,Mail,6.5
5700,4503,4478,Credit Card,Pick Up,6
5701,4513,4479,Cash,Pick Up,6
5702,4513,4479,Cash,Pick Up,6
5703,4366,4480,Cash,Pick Up,6
5704,4871,4481,Debit Card,Pick Up,6
5705,2735,4482,Credit Card,Pick Up,6
5706,2735,4482,Debit Card,Mail,6.5
5707,1998,4483,Debit Card,Mail,6.5
5708,3232,4484,Debit Card,Pick Up,6
5709,6,4485,Cash,Pick Up,6
5710,3126,4486,Debit Card,Mail,6.5
5711,4216,4487,Cash,Pick Up,6
5712,3217,4488,Debit Card,Pick Up,6
5713,175,4489,Debit Card,Mail,6.5
5714,175,4489,Cash,Mail,6.5
5715,812,4490,Credit Card,Pick Up,6
5716,812,4490,Credit Card,Pick Up,6
5717,1771,4491,Cash,Mail,6.5
5718,1743,4492,Cash,Pick Up,6
5719,721,4493,Cash,Mail,6.5
5720,721,4493,Debit Card,Pick Up,6
5721,1881,4494,Credit Card,Mail,6.5
5722,1270,4495,Cash,Pick Up,6
5723,1857,4496,Debit Card,Pick Up,6
5724,662,4497,Cash,Pick Up,6
5725,1822,4498,Credit Card,Mail,6.5
5726,1601,4499,Credit Card,Pick Up,6
5727,570,4500,Cash,Pick Up,6
5728,570,4500,Cash,Pick Up,6
5729,2192,4501,Cash,Mail,6.5
5730,2192,4501,Cash,Pick Up,6
5731,1755,4502,Debit Card,Mail,6.5
5732,1191,4503,Debit Card,Mail,6.5
5733,3453,4504,Debit Card,Pick Up,6
5734,3453,4504,Credit Card,Mail,6.5
5735,577,4505,Debit Card,Mail,6.5
5736,577,4506,Debit Card,Pick Up,6
5737,2027,4507,Debit Card,Pick Up,6
5738,3305,4508,Credit Card,Pick Up,6
5739,1325,4509,Cash,Pick Up,6
5740,1903,4510,Cash,Mail,6.5
5741,166,4511,Credit Card,Pick Up,6
5742,166,4511,Debit Card,Mail,6.5
5743,995,4512,Debit Card,Pick Up,6
5744,995,4512,Cash,Mail,6.5
5745,471,4513,Credit Card,Pick Up,6
5746,3963,4514,Cash,Mail,6.5
5747,8,4515,Debit Card,Pick Up,6
5748,8,4515,Debit Card,Mail,6.5
5749,184,4516,Cash,Pick Up,6
5750,102,4517,Credit Card,Pick Up,6
5751,934,4518,Cash,Mail,6.5
5752,3601,4519,Debit Card,Pick Up,6
5753,743,4520,Debit Card,Pick Up,6
5754,1990,4521,Debit Card,Mail,6.5
5755,3663,4522,Debit Card,Mail,6.5
5756,3663,4522,Debit Card,Mail,6.5
5757,4351,4523,Debit Card,Mail,6.5
5758,4351,4523,Cash,Pick Up,6
5759,3614,4524,Cash,Mail,6.5
5760,4960,4525,Cash,Mail,6.5
5761,3889,4526,Cash,Mail,6.5
5762,3889,4526,Debit Card,Mail,6.5
5763,4989,4527,Credit Card,Pick Up,6
5764,3096,4528,Cash,Pick Up,6
5765,3993,4529,Credit Card,Mail,6.5
5766,3845,4530,Debit Card,Pick Up,6
5767,3403,4531,Debit Card,Pick Up,6
5768,2120,4532,Debit Card,Mail,6.5
5769,2904,4533,Debit Card,Pick Up,6
5770,2904,4533,Debit Card,Mail,6.5
5771,4978,4534,Credit Card,Mail,6.5
5772,4978,4534,Debit Card,Pick Up,6
5773,4179,4535,Credit Card,Mail,6.5
5774,2804,4536,Credit Card,Pick Up,6
5775,2773,4537,Cash,Pick Up,6
5776,2773,4537,Cash,Pick Up,6
5777,4018,4538,Credit Card,Pick Up,6
5778,1340,4539,Credit Card,Pick Up,6
5779,4204,4540,Credit Card,Pick Up,6
5780,4926,4541,Cash,Mail,6.5
5781,3828,4542,Cash,Mail,6.5
5782,3239,4543,Cash,Pick Up,6
5783,4644,4544,Debit Card,Mail,6.5
5784,4644,4544,Debit Card,Mail,6.5
5785,4059,4545,Credit Card,Pick Up,6
5786,4059,4545,Debit Card,Pick Up,6
5787,3272,4546,Credit Card,Mail,6.5
5788,3195,4547,Credit Card,Pick Up,6
5789,2991,4548,Credit Card,Pick Up,6
5790,2991,4548,Credit Card,Mail,6.5
5791,1996,4549,Credit Card,Pick Up,6
5792,546,4550,Debit Card,Mail,6.5
5793,4152,4551,Cash,Mail,6.5
5794,2786,4552,Credit Card,Pick Up,6
5795,1124,4553,Credit Card,Pick Up,6
5796,4146,4554,Debit Card,Pick Up,6
5797,2377,4555,Credit Card,Pick Up,6
5798,2377,4555,Credit Card,Mail,6.5
5799,1828,4556,Debit Card,Pick Up,6
5800,1828,4556,Credit Card,Pick Up,6
5801,1074,4557,Cash,Mail,6.5
5802,2330,4558,Credit Card,Mail,6.5
5803,61,4559,Debit Card,Mail,6.5
5804,61,4559,Credit Card,Pick Up,6
5805,1820,4560,Cash,Mail,6.5
5806,2545,4561,Cash,Pick Up,6
5807,2454,4562,Credit Card,Mail,6.5
5808,539,4563,Credit Card,Pick Up,6
5809,798,4564,Debit Card,Pick Up,6
5810,407,4565,Debit Card,Pick Up,6
5811,4920,4566,Credit Card,Mail,6.5
5812,4920,4566,Credit Card,Mail,6.5
5813,2369,4567,Cash,Mail,6.5
5814,2369,4567,Cash,Mail,6.5
5815,1324,4568,Credit Card,Pick Up,6
5816,853,4569,Debit Card,Mail,6.5
5817,3296,4570,Cash,Mail,6.5
5818,3296,4570,Cash,Pick Up,6
5819,1977,4571,Credit Card,Mail,6.5
5820,2039,4572,Credit Card,Mail,6.5
5821,2245,4573,Credit Card,Mail,6.5
5822,7,4574,Credit Card,Pick Up,6
5823,621,4575,Cash,Mail,6.5
5824,1041,4576,Cash,Pick Up,6
5825,336,4577,Cash,Mail,6.5
5826,336,4577,Cash,Pick Up,6
5827,2213,4578,Debit Card,Pick Up,6
5828,2213,4578,Cash,Mail,6.5
5829,3580,4579,Credit Card,Mail,6.5
5830,2281,4580,Debit Card,Pick Up,6
5831,4142,4581,Credit Card,Pick Up,6
5832,4142,4581,Cash,Mail,6.5
5833,437,4582,Debit Card,Pick Up,6
5834,516,4583,Debit Card,Mail,6.5
5835,186,4584,Cash,Pick Up,6
5836,1339,4585,Credit Card,Mail,6.5
5837,936,4586,Debit Card,Mail,6.5
5838,1286,4587,Cash,Pick Up,6
5839,3156,4588,Debit Card,Pick Up,6
5840,3156,4588,Cash,Mail,6.5
5841,4358,4589,Cash,Pick Up,6
5842,4358,4589,Credit Card,Pick Up,6
5843,2626,4590,Cash,Pick Up,6
5844,2757,4591,Cash,Pick Up,6
5845,2713,4592,Cash,Pick Up,6
5846,2713,4592,Debit Card,Pick Up,6
5847,924,4593,Debit Card,Pick Up,6
5848,3669,4594,Credit Card,Pick Up,6
5849,4384,4595,Debit Card,Mail,6.5
5850,3102,4596,Debit Card,Mail,6.5
5851,4437,4597,Cash,Mail,6.5
5852,4203,4598,Cash,Pick Up,6
5853,4292,4599,Debit Card,Pick Up,6
5854,4292,4599,Credit Card,Pick Up,6
5855,2951,4600,Credit Card,Pick Up,6
5856,2951,4600,Credit Card,Pick Up,6
5857,2741,4601,Credit Card,Pick Up,6
5858,2946,4602,Debit Card,Pick Up,6
5859,4524,4603,Debit Card,Pick Up,6
5860,4524,4603,Credit Card,Mail,6.5
5861,1240,4604,Debit Card,Pick Up,6
5862,4839,4605,Debit Card,Mail,6.5
5863,3759,4606,Debit Card,Mail,6.5
5864,3373,4607,Debit Card,Mail,6.5
5865,4176,4608,Cash,Mail,6.5
5866,2017,4609,Cash,Pick Up,6
5867,3006,4610,Credit Card,Pick Up,6
5868,3006,4610,Debit Card,Mail,6.5
5869,2749,4611,Cash,Mail,6.5
5870,2749,4611,Credit Card,Pick Up,6
5871,2679,4612,Cash,Pick Up,6
5872,4940,4613,Debit Card,Pick Up,6
5873,2781,4614,Debit Card,Pick Up,6
5874,2781,4614,Cash,Pick Up,6
5875,666,4615,Cash,Pick Up,6
5876,4135,4616,Cash,Pick Up,6
5877,3835,4617,Cash,Pick Up,6
5878,3789,4618,Credit Card,Pick Up,6
5879,4246,4619,Cash,Pick Up,6
5880,4160,4620,Debit Card,Mail,6.5
5881,260,4621,Cash,Pick Up,6
5882,260,4621,Credit Card,Pick Up,6
5883,2568,4622,Cash,Pick Up,6
5884,2568,4622,Cash,Pick Up,6
5885,4422,4623,Cash,Mail,6.5
5886,98,4624,Credit Card,Mail,6.5
5887,1377,4625,Cash,Pick Up,6
5888,1377,4625,Cash,Pick Up,6
5889,3,4626,Debit Card,Mail,6.5
5890,3053,4627,Credit Card,Pick Up,6
5891,907,4628,Debit Card,Mail,6.5
5892,1097,4629,Credit Card,Mail,6.5
5893,2391,4630,Cash,Pick Up,6
5894,739,4631,Credit Card,Mail,6.5
5895,674,4632,Cash,Mail,6.5
5896,674,4632,Cash,Mail,6.5
5897,968,4633,Credit Card,Mail,6.5
5898,968,4633,Debit Card,Mail,6.5
5899,2604,4634,Debit Card,Pick Up,6
5900,389,4635,Credit Card,Mail,6.5
5901,769,4636,Credit Card,Pick Up,6
5902,769,4636,Cash,Mail,6.5
5903,946,4637,Debit Card,Mail,6.5
5904,592,4638,Credit Card,Pick Up,6
5905,2819,4639,Debit Card,Pick Up,6
5906,107,4640,Cash,Mail,6.5
5907,103,4641,Credit Card,Pick Up,6
5908,830,4642,Credit Card,Pick Up,6
5909,2532,4643,Cash,Pick Up,6
5910,2532,4643,Credit Card,Mail,6.5
5911,4558,4644,Debit Card,Mail,6.5
5912,4558,4644,Credit Card,Mail,6.5
5913,761,4645,Debit Card,Pick Up,6
5914,1085,4646,Cash,Pick Up,6
5915,1330,4647,Debit Card,Pick Up,6
5916,1330,4647,Cash,Pick Up,6
5917,857,4648,Cash,Mail,6.5
5918,690,4649,Debit Card,Mail,6.5
5919,1981,4650,Debit Card,Mail,6.5
5920,1079,4651,Credit Card,Mail,6.5
5921,2136,4652,Cash,Pick Up,6
5922,2435,4653,Credit Card,Mail,6.5
5923,4815,4654,Debit Card,Mail,6.5
5924,4815,4654,Credit Card,Pick Up,6
5925,3476,4655,Cash,Mail,6.5
5926,3476,4655,Credit Card,Pick Up,6
5927,2801,4656,Cash,Pick Up,6
5928,3141,4657,Cash,Pick Up,6
5929,3535,4658,Credit Card,Pick Up,6
